order_item_id,order_id,product_id,quantity
636,1248,113,3
637,1248,104,5
638,1248,107,5
639,1249,122,5
640,1249,101,4
641,1250,115,3
642,1250,123,1
643,1251,122,4
644,1251,105,3
645,1251,108,3
646,1251,122,2
647,1252,113,1
648,1252,115,5
649,1252,116,5
650,1252,113,5
651,1253,118,1
652,1253,112,5
653,1253,120,1
654,1253,104,2
655,1254,106,5
656,1254,102,5
657,1254,121,4
658,1255,114,1
659,1255,101,1
660,1255,109,2
661,1256,115,3
662,1256,113,4
663,1257,112,1
664,1257,116,1
665,1258,114,1
666,1258,104,2
667,1258,112,3
668,1259,115,2
669,1259,117,4
670,1259,112,4
671,1260,115,4
672,1261,103,3
673,1261,102,1
674,1261,101,3
675,1262,122,2
676,1263,117,2
677,1263,118,2
678,1264,118,4
679,1264,115,2
680,1264,113,2
681,1265,121,4
682,1265,113,1
683,1266,115,5
684,1266,114,4
685,1267,123,2
686,1268,109,1
687,1268,119,1
688,1269,112,3
689,1269,107,4
690,1270,109,4
691,1271,120,4
692,1271,120,4
693,1271,119,1
694,1272,112,4
695,1272,120,2
696,1272,122,3
697,1273,122,2
698,1274,104,2
699,1274,110,1
700,1274,106,3
701,1275,117,4
702,1275,114,5
703,1276,119,4
704,1276,114,2
705,1277,121,5
706,1277,123,2
707,1277,118,2
708,1277,116,3
709,1278,106,3
710,1278,115,5
711,1279,112,1
712,1280,105,2
713,1280,113,5
714,1280,117,4
715,1280,114,4
716,1281,123,4
717,1281,116,2
718,1281,103,5
719,1281,101,2
720,1282,102,3
721,1282,108,5
722,1282,110,2
723,1283,119,4
724,1283,118,5
725,1283,104,5
726,1283,104,3
727,1284,118,1
728,1284,125,4
729,1284,118,2
730,1285,104,2
731,1285,110,1
732,1285,115,3
733,1285,112,1
734,1286,104,2
735,1286,107,5
736,1286,123,3
737,1286,123,5
738,1287,106,5
739,1287,105,2
740,1287,107,1
741,1287,119,3
742,1288,120,5
743,1288,106,3
744,1288,123,3
745,1289,119,3
746,1289,117,1
747,1289,105,4
748,1290,109,2
749,1291,108,2
750,1291,123,3
751,1292,125,4
752,1292,116,2
753,1293,121,4
754,1293,113,4
755,1293,103,1
756,1294,117,3
757,1294,123,3
758,1294,115,4
759,1294,111,5
760,1295,125,1
761,1296,121,3
762,1296,103,5
763,1296,113,2
764,1296,114,2
765,1297,109,3
766,1297,110,3
767,1297,118,5
768,1297,105,5
769,1298,111,1
770,1298,102,1
771,1298,121,4
772,1298,101,1
773,1299,115,4
774,1299,101,4
775,1300,123,2
776,1300,121,3
777,1301,109,1
778,1301,121,3
779,1302,103,3
780,1302,122,2
781,1302,102,4
782,1303,124,2
783,1303,114,1
784,1303,123,1
785,1304,107,4
786,1305,105,5
787,1306,117,4
788,1306,101,1
789,1307,104,4
790,1307,123,2
791,1307,116,1
792,1308,113,1
793,1308,124,1
794,1309,111,3
795,1310,105,4
796,1310,125,2
797,1310,121,2
798,1311,117,5
799,1312,120,2
800,1313,112,2
801,1313,121,2
802,1313,114,5
803,1313,122,4
804,1314,103,1
805,1314,105,1
806,1315,112,4
807,1315,111,2
808,1315,108,3
809,1315,121,1
810,1316,118,5
811,1316,120,5
812,1317,125,1
813,1317,122,3
814,1317,107,5
815,1318,124,4
816,1318,110,1
817,1319,116,4
818,1319,104,2
819,1320,121,5
820,1320,103,5
821,1320,101,3
822,1320,111,2
823,1321,119,4
824,1321,112,5
825,1321,122,2
826,1321,125,4
827,1322,101,5
828,1323,101,3
829,1324,102,1
830,1324,113,5
831,1325,121,5
832,1325,125,4
833,1325,114,4
834,1326,121,5
835,1327,109,1
836,1327,110,1
837,1328,105,5
838,1328,111,4
839,1329,110,4
840,1330,102,2
841,1330,103,4
842,1331,115,5
843,1332,110,2
844,1333,101,2
845,1334,106,4
846,1335,117,5
847,1335,124,3
848,1335,106,3
849,1336,124,3
850,1336,124,1
851,1337,111,4
852,1338,117,1
853,1338,109,5
854,1338,121,1
855,1339,115,5
856,1339,112,1
857,1339,116,5
858,1339,106,3
859,1340,109,1
860,1340,119,1
861,1341,124,5
862,1341,101,1
863,1342,108,1
864,1343,112,4
865,1343,105,2
866,1343,102,5
867,1343,123,4
868,1344,111,2
869,1344,114,3
870,1345,103,5
871,1345,112,1
872,1345,117,1
873,1346,108,5
874,1346,102,4
875,1347,115,3
876,1348,111,1
877,1348,118,4
878,1348,101,3
879,1349,110,5
880,1349,110,5
881,1350,115,3
882,1350,119,4
883,1351,124,5
884,1351,125,2
885,1352,101,4
886,1352,101,2
887,1353,121,1
888,1353,111,1
889,1353,125,4
890,1354,104,2
891,1354,117,2
892,1354,114,4
893,1355,105,3
894,1356,102,2
895,1357,123,3
896,1357,115,1
897,1357,119,1
898,1357,117,2
899,1358,103,5
900,1358,119,1
901,1358,114,2
902,1358,108,3
903,1359,111,4
904,1359,123,3
905,1359,111,4
906,1360,108,1
907,1360,107,2
908,1360,125,5
909,1361,105,1
910,1362,115,4
911,1362,111,4
912,1363,118,3
913,1364,115,3
914,1364,115,3
915,1365,103,2
916,1366,123,5
917,1366,102,2
918,1366,111,2
919,1367,123,2
920,1368,113,5
921,1368,102,3
922,1368,109,2
923,1369,113,4
924,1370,104,4
925,1370,104,2
926,1371,101,1
927,1372,105,2
928,1372,113,3
929,1373,119,5
930,1374,103,1
931,1374,103,2
932,1374,121,4
933,1375,103,3
934,1375,104,1
935,1376,102,2
936,1376,119,4
937,1376,124,4
938,1376,116,1
939,1377,122,4
940,1377,106,3
941,1377,107,2
942,1377,109,3
943,1378,105,1
944,1378,120,5
945,1378,120,2
946,1378,121,3
947,1379,114,5
948,1379,116,1
949,1379,103,3
950,1379,113,2
951,1380,107,5
952,1380,108,5
953,1380,101,4
954,1380,123,3
955,1381,118,4
956,1381,112,5
957,1381,117,3
958,1381,113,3
959,1382,101,3
960,1382,120,2
961,1383,125,3
962,1384,116,5
963,1385,125,5
964,1385,108,2
965,1385,104,2
966,1386,109,5
967,1386,124,1
968,1387,119,4
969,1387,112,2
970,1388,108,5
971,1388,111,3
972,1389,123,3
973,1390,119,2
974,1390,116,5
975,1391,106,4
976,1391,102,1
977,1391,102,2
978,1392,101,5
979,1392,116,1
980,1393,120,2
981,1393,105,3
982,1393,123,2
983,1394,102,1
984,1394,105,5
985,1394,123,2
986,1395,117,3
987,1396,112,4
988,1397,111,3
989,1398,105,2
990,1398,124,4
991,1398,121,4
992,1399,106,5
993,1399,123,5
994,1399,112,2
995,1400,113,3
996,1400,124,3
997,1401,106,1
998,1401,123,5
999,1402,125,5
1000,1402,102,2
1001,1402,120,3
1002,1402,120,2
1003,1403,116,2
1004,1404,124,1
1005,1404,108,3
1006,1404,111,2
1007,1405,123,3
1008,1406,101,3
1009,1406,107,2
1010,1406,123,1
1011,1406,112,3
1012,1407,124,1
1013,1408,113,4
1014,1409,106,4
1015,1409,116,4
1016,1409,112,5
1017,1409,113,1
1018,1410,119,2
1019,1410,106,4
1020,1410,103,1
1021,1410,110,1
1022,1411,109,1
1023,1411,103,3
1024,1411,106,4
1025,1412,124,1
1026,1412,118,1
1027,1413,120,5
1028,1413,116,1
1029,1413,114,2
1030,1414,106,1
1031,1414,104,3
1032,1414,107,2
1033,1414,114,5
1034,1415,122,3
1035,1415,110,2
1036,1415,104,1
1037,1416,119,5
1038,1416,116,2
1039,1416,102,3
1040,1416,101,4
1041,1417,110,5
1042,1418,107,1
1043,1418,101,2
1044,1418,106,3
1045,1418,103,4
1046,1419,110,4
1047,1420,116,3
1048,1420,103,5
1049,1420,113,2
1050,1420,112,4
1051,1421,106,4
1052,1421,102,3
1053,1421,115,4
1054,1422,108,3
1055,1422,119,1
1056,1422,105,1
1057,1423,122,3
1058,1424,125,5
1059,1424,108,5
1060,1424,102,4
1061,1424,117,4
1062,1425,119,2
1063,1425,116,3
1064,1425,103,4
1065,1425,123,1
1066,1426,104,4
1067,1426,106,2
1068,1427,107,2
1069,1427,102,4
1070,1428,122,4
1071,1429,121,2
1072,1429,120,3
1073,1430,124,1
1074,1430,103,4
1075,1430,118,4
1076,1431,109,5
1077,1431,115,1
1078,1431,123,5
1079,1432,104,4
1080,1432,105,2
1081,1432,119,5
1082,1432,119,1
1083,1433,119,1
1084,1434,118,3
1085,1434,114,3
1086,1434,113,4
1087,1435,102,2
1088,1435,109,4
1089,1435,105,5
1090,1435,120,4
1091,1436,113,3
1092,1437,102,4
1093,1437,109,3
1094,1438,111,3
1095,1439,109,4
1096,1439,123,1
1097,1439,108,2
1098,1440,124,4
1099,1440,125,3
1100,1440,109,4
1101,1441,107,4
1102,1442,114,4
1103,1442,125,5
1104,1443,102,5
1105,1443,106,1
1106,1443,110,5
1107,1444,105,5
1108,1444,119,1
1109,1444,106,2
1110,1444,107,1
1111,1445,102,4
1112,1445,102,3
1113,1446,109,3
1114,1446,115,5
1115,1447,121,1
1116,1447,122,1
1117,1447,108,3
1118,1447,116,5
1119,1448,106,4
1120,1448,119,5
1121,1448,112,3
1122,1448,106,3
1123,1449,110,1
1124,1450,102,2
1125,1450,119,2
1126,1450,108,2
1127,1450,122,2
1128,1451,121,4
1129,1451,117,1
1130,1451,125,1
1131,1452,105,2
1132,1452,120,1
1133,1452,108,3
1134,1452,120,3
1135,1453,114,4
1136,1453,112,4
1137,1453,109,2
1138,1454,110,5
1139,1454,120,4
1140,1454,119,1
1141,1454,101,5
1142,1455,118,5
1143,1455,120,3
1144,1455,110,1
1145,1456,103,3
1146,1456,109,3
1147,1456,109,3
1148,1456,121,3
1149,1457,105,5
1150,1457,125,2
1151,1458,120,4
1152,1459,122,2
1153,1459,124,1
1154,1459,121,4
1155,1460,109,4
1156,1460,113,4
1157,1460,124,1
1158,1461,111,2
1159,1461,122,5
1160,1462,122,3
1161,1462,117,3
1162,1462,106,5
1163,1462,106,3
1164,1463,116,2
1165,1464,124,5
1166,1464,125,2
1167,1464,122,3
1168,1465,108,3
1169,1466,124,3
1170,1466,114,3
1171,1467,109,5
1172,1467,110,4
1173,1467,104,4
1174,1468,121,5
1175,1469,116,2
1176,1470,122,4
1177,1471,114,1
1178,1471,105,2
1179,1471,107,3
1180,1472,119,4
1181,1472,105,3
1182,1472,123,2
1183,1472,125,1
1184,1473,111,2
1185,1473,111,1
1186,1473,101,4
1187,1473,109,2
1188,1474,119,2
1189,1474,116,1
1190,1475,120,4
1191,1475,121,4
1192,1476,114,4
1193,1476,113,1
1194,1476,102,5
1195,1476,107,3
1196,1477,111,5
1197,1478,101,1
1198,1478,121,2
1199,1479,123,3
1200,1479,110,2
1201,1480,113,5
1202,1481,106,1
1203,1481,102,3
1204,1481,110,4
1205,1482,114,2
1206,1482,111,4
1207,1482,112,2
1208,1483,113,1
1209,1483,108,2
1210,1484,107,1
1211,1484,119,5
1212,1485,104,3
1213,1485,123,1
1214,1486,121,3
1215,1486,125,5
1216,1486,120,1
1217,1486,120,1
1218,1487,121,1
1219,1488,123,1
1220,1489,115,4
1221,1489,104,5
1222,1489,109,4
1223,1489,123,2
1224,1490,123,1
1225,1490,110,4
1226,1491,122,5
1227,1492,120,5
1228,1492,123,2
1229,1492,114,1
1230,1493,110,1
1231,1494,116,2
1232,1495,125,3
1233,1495,117,2
1234,1496,123,4
1235,1496,110,2
1236,1496,102,5
1237,1497,107,4
1238,1497,111,2
1239,1497,101,1
1240,1497,122,1
1241,1498,119,4
1242,1499,103,5
1243,1499,103,1
1244,1500,121,2
1245,1500,115,3
1246,1500,109,4
